metin,etiket
"Destek bileti #6593, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Destek bileti #1573, Ayşe K. tarafından hala incelenmedi.",1
"Departman Müdürü, 48 saattir yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, işlem bekliyor.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Departman Müdürü hala bütçe onayını bekletiyor.,1
"Raporlama Ekip Lideri tarafından 5 iş günüdür tamamlanmadı, işlem bekliyor.",1
"Operasyon ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
fatura Ayşe K. tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"İK planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Ahmet Y. 1 haftadır bütçe onayını bekletiyor.,1
fatura Yönetici tarafından zamanında onaylandı.,0
fatura Ahmet Y. tarafından zamanında onaylandı.,0
"Destek bileti #6744, Yönetici tarafından 48 saattir incelenmedi.",1
"Destek bileti #2344, Yönetici tarafından 5 iş günüdür incelenmedi.",1
"IT Destek planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Operasyon planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"Satış ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #8096, Yönetici tarafından 48 saattir incelenmedi.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Finans planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #9805, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Raporlama Ahmet Y. tarafından hala tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi Ekip Lideri tarafından hala manuel olarak girilmedi.,1
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"İK ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #9676, Ahmet Y. tarafından 3 gündür incelenmedi.",1
Ekip Lideri 5 iş günüdür fatura onayını bekletiyor.,1
"Destek bileti #4775, Ahmet Y. tarafından 5 iş günüdür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ekip Lideri 3 gündür proje planı onayını bekletiyor.,1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"İK planlaması tamamlandı, kaynaklar atandı.",0
Ayşe K. 1 haftadır proje planı onayını bekletiyor.,1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ekip Lideri 3 gündür fatura onayını bekletiyor.,1
"Operasyon planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Operasyon planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
bütçe Yönetici tarafından zamanında onaylandı.,0
Satış ekibi bugün içinde geri dönüş sağladı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Destek bileti #2967 Yönetici tarafından çözüldü ve kapatıldı.,0
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Destek bileti #8641 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Ahmet Y. 3 gündür proje planı onayını bekletiyor.,1
"IT Destek planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"IT Destek ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"İK planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Ahmet Y. 5 iş günüdür proje planı onayını bekletiyor.,1
"Destek bileti #8406, Ekip Lideri tarafından 48 saattir incelenmedi.",1
"IT Destek planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Finans ekibi bugün içinde geri dönüş sağladı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Yönetici 5 iş günüdür bütçe onayını bekletiyor.,1
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
bütçe Yönetici tarafından zamanında onaylandı.,0
Destek bileti #7478 Yönetici tarafından çözüldü ve kapatıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ayşe K. 5 iş günüdür izin talebi onayını bekletiyor.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Satış ekibi bugün içinde geri dönüş sağladı.,0
proje planı Departman Müdürü tarafından zamanında onaylandı.,0
"Raporlama Yönetici tarafından 5 iş günüdür tamamlanmadı, işlem bekliyor.",1
Destek bileti #2319 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"Destek bileti #6732, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"Raporlama Ahmet Y. tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
Destek bileti #2564 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Müşteri verisi Yönetici tarafından 5 iş günüdür manuel olarak girilmedi.,1
"Destek bileti #6691, Ahmet Y. tarafından hala incelenmedi.",1
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #1039, Ayşe K. tarafından 3 gündür incelenmedi.",1
"İK ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
fatura Ekip Lideri tarafından zamanında onaylandı.,0
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Ekip Lideri 5 iş günüdür fatura onayını bekletiyor.,1
Departman Müdürü 48 saattir proje planı onayını bekletiyor.,1
"Destek bileti #8862, Yönetici tarafından hala incelenmedi.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Yönetici tarafından 48 saattir manuel olarak girilmedi.,1
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Satış planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"IT Destek ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Ayşe K. 3 gündür izin talebi onayını bekletiyor.,1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
"Raporlama Ayşe K. tarafından hala tamamlanmadı, müşteri bekliyor.",1
"Departman Müdürü, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Destek bileti #1575, Yönetici tarafından 1 haftadır incelenmedi.",1
"IT Destek ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Raporlama Ahmet Y. tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
"Raporlama Ayşe K. tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
"Satış planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Satış ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"Ahmet Y., hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
bütçe Ayşe K. tarafından zamanında onaylandı.,0
"Destek bileti #5261, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Finans ekibi zamanında içinde geri dönüş sağladı.,0
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"IT Destek planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
Destek bileti #4014 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ekip Lideri tarafından 5 iş günüdür manuel olarak girilmedi.,1
Ahmet Y. hala proje planı onayını bekletiyor.,1
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Operasyon ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ekip Lideri tarafından 5 iş günüdür manuel olarak girilmedi.,1
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Finans ekibi zamanında içinde geri dönüş sağladı.,0
Destek bileti #5410 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Destek bileti #4784, Departman Müdürü tarafından hala incelenmedi.",1
"Raporlama Ayşe K. tarafından 1 haftadır tamamlanmadı, işlem bekliyor.",1
Destek bileti #2565 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Destek bileti #6264, Yönetici tarafından 48 saattir incelenmedi.",1
"İK ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Satış ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #8981, Departman Müdürü tarafından 48 saattir incelenmedi.",1
"Finans planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Departman Müdürü, 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Yönetici tarafından 48 saattir tamamlanmadı, proje gecikiyor.",1
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
bütçe Yönetici tarafından zamanında onaylandı.,0
"Finans ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Ayşe K. hala izin talebi onayını bekletiyor.,1
Destek bileti #1781 Ayşe K. tarafından çözüldü ve kapatıldı.,0
fatura Ahmet Y. tarafından zamanında onaylandı.,0
"Yönetici, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Destek bileti #3602, Ekip Lideri tarafından 3 gündür incelenmedi.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Destek bileti #6871, Ahmet Y. tarafından hala incelenmedi.",1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #6668, Ayşe K. tarafından 3 gündür incelenmedi.",1
"Raporlama Departman Müdürü tarafından 48 saattir tamamlanmadı, müşteri bekliyor.",1
izin talebi Ekip Lideri tarafından zamanında onaylandı.,0
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Ekip Lideri, 5 iş günüdür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Ayşe K. tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ekip Lideri, hala yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
fatura Ayşe K. tarafından zamanında onaylandı.,0
"Ayşe K., 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"Satış planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
"Destek bileti #6505, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
İK ekibi zamanında içinde geri dönüş sağladı.,0
"İK planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"İK planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Raporlama Yönetici tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
"Satış ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
Müşteri verisi Yönetici tarafından 5 iş günüdür manuel olarak girilmedi.,1
fatura Ayşe K. tarafından zamanında onaylandı.,0
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Raporlama Ekip Lideri tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"İK planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
"Destek bileti #4348, Ekip Lideri tarafından 3 gündür incelenmedi.",1
"Yönetici, 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #1160 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Departman Müdürü 1 haftadır fatura onayını bekletiyor.,1
"Raporlama Ahmet Y. tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
Destek bileti #2570 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Yönetici, 3 gündür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
bütçe Yönetici tarafından zamanında onaylandı.,0
"IT Destek ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Destek bileti #6766 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Destek bileti #6713, Yönetici tarafından 5 iş günüdür incelenmedi.",1
proje planı Ayşe K. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
Müşteri verisi Departman Müdürü tarafından hala manuel olarak girilmedi.,1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
"Raporlama Yönetici tarafından hala tamamlanmadı, müşteri bekliyor.",1
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Ekip Lideri 48 saattir proje planı onayını bekletiyor.,1
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #6378, Ahmet Y. tarafından 5 iş günüdür incelenmedi.",1
